DATE,age_category,percent_positive_7d_avg
2023-08-05,14to17,0.0513
2023-08-06,14to17,0.0506
2023-08-07,14to17,0.0526
2023-08-08,14to17,0.0588
2023-08-09,14to17,0.0435
2023-08-10,14to17,0.0505
2023-08-11,14to17,0.0510
2023-08-12,14to17,0.0594
2023-08-13,14to17,0.0588
2023-08-14,14to17,0.0721
2023-08-15,14to17,0.0818
2023-08-16,14to17,0.0935
2023-08-17,14to17,0.0833
2023-08-18,14to17,0.0714
2023-08-19,14to17,0.0721
2023-08-20,14to17,0.0818
2023-08-21,14to17,0.0826
2023-08-22,14to17,0.0727
2023-08-23,14to17,0.0619
2023-08-24,14to17,0.0857
2023-08-25,14to17,0.1089
2023-08-26,14to17,0.1333
2023-08-27,14to17,0.1143
2023-08-28,14to17,0.1165
2023-08-29,14to17,0.1250
2023-08-30,14to17,0.1333
2023-08-31,14to17,0.1340
2023-09-01,14to17,0.1212
2023-09-02,14to17,0.0938
2023-09-03,14to17,0.0882
2023-09-04,14to17,0.0673
2023-09-05,14to17,0.0513
2023-09-06,14to17,0.0806
2023-09-07,14to17,0.0800
2023-09-08,14to17,0.0833
2023-09-09,14to17,0.0821
2023-09-10,14to17,0.0902
2023-09-11,14to17,0.0915
2023-09-12,14to17,0.1064
2023-09-13,14to17,0.0797
2023-09-14,14to17,0.0662
2023-09-15,14to17,0.0643
2023-09-16,14to17,0.0643
2023-09-17,14to17,0.0563
2023-09-18,14to17,0.0724
2023-09-19,14to17,0.0710
2023-09-20,14to17,0.0818
2023-09-21,14to17,0.0854
2023-09-22,14to17,0.0736
2023-09-23,14to17,0.0702
2023-09-24,14to17,0.0862
2023-09-25,14to17,0.0679
2023-09-26,14to17,0.0610
2023-09-27,14to17,0.0503
2023-09-28,14to17,0.0437
2023-09-29,14to17,0.0535
2023-09-30,14to17,0.0510
2023-10-01,14to17,0.0426
2023-10-02,14to17,0.0489
2023-10-03,14to17,0.0591
2023-10-04,14to17,0.0608
2023-10-05,14to17,0.0809
2023-10-06,14to17,0.0663
2023-10-07,14to17,0.0738
2023-10-08,14to17,0.0705
2023-10-09,14to17,0.0714
2023-10-10,14to17,0.0795
2023-10-11,14to17,0.0946
2023-10-12,14to17,0.0710
2023-10-13,14to17,0.0774
2023-10-14,14to17,0.0667
2023-10-15,14to17,0.0667
2023-10-16,14to17,0.0562
2023-10-17,14to17,0.0430
2023-10-18,14to17,0.0492
2023-10-19,14to17,0.0621
2023-10-20,14to17,0.0625
2023-10-21,14to17,0.0727
2023-10-22,14to17,0.0864
2023-10-23,14to17,0.1275
2023-10-24,14to17,0.1241
2023-10-25,14to17,0.1286
2023-10-26,14to17,0.1439
2023-10-27,14to17,0.1544
2023-10-28,14to17,0.1533
2023-10-29,14to17,0.1448
2023-10-30,14to17,0.1250
2023-10-31,14to17,0.1494
2023-11-01,14to17,0.1391
2023-11-02,14to17,0.1218
2023-11-03,14to17,0.1126
2023-11-04,14to17,0.1076
2023-11-05,14to17,0.1125
2023-11-06,14to17,0.0976
2023-11-07,14to17,0.0765
2023-11-08,14to17,0.0936
2023-11-09,14to17,0.0960
2023-11-10,14to17,0.1098
2023-11-11,14to17,0.1288
2023-11-12,14to17,0.1221
2023-11-13,14to17,0.1627
2023-11-14,14to17,0.2000
2023-11-15,14to17,0.1786
2023-11-16,14to17,0.1667
2023-11-17,14to17,0.1488
2023-11-18,14to17,0.1364
2023-11-19,14to17,0.1515
2023-11-20,14to17,0.1486
2023-11-21,14to17,0.1412
2023-11-22,14to17,0.1200
2023-11-23,14to17,0.1294
2023-11-24,14to17,0.1453
2023-11-25,14to17,0.1512
2023-11-26,14to17,0.1420
2023-11-27,14to17,0.1053
2023-11-28,14to17,0.1130
2023-11-29,14to17,0.1445
2023-11-30,14to17,0.1436
2023-12-01,14to17,0.1204
2023-12-02,14to17,0.1238
2023-12-03,14to17,0.1280
2023-12-04,14to17,0.1382
2023-12-05,14to17,0.1226
2023-12-06,14to17,0.1209
2023-12-07,14to17,0.1095
2023-12-08,14to17,0.1256
2023-12-09,14to17,0.1394
2023-12-10,14to17,0.1327
2023-12-11,14to17,0.1327
2023-12-12,14to17,0.1345
2023-12-13,14to17,0.1276
2023-12-14,14to17,0.1362
2023-12-15,14to17,0.1282
2023-12-16,14to17,0.1092
2023-12-17,14to17,0.1111
2023-12-18,14to17,0.1184
2023-12-19,14to17,0.1050
2023-12-20,14to17,0.1021
2023-12-21,14to17,0.0966
2023-12-22,14to17,0.1046
2023-12-23,14to17,0.0992
2023-12-24,14to17,0.0965
2023-12-25,14to17,0.0948
2023-12-26,14to17,0.1010
2023-12-27,14to17,0.1005
2023-12-28,14to17,0.1159
2023-12-29,14to17,0.1355
2023-12-30,14to17,0.1364
2023-12-31,14to17,0.1410
2024-01-01,14to17,0.1369
2024-01-02,14to17,0.1417
2024-01-03,14to17,0.1367
2024-01-04,14to17,0.1484
2024-01-05,14to17,0.1325
2024-01-06,14to17,0.1504
2024-01-07,14to17,0.1459
2024-01-08,14to17,0.1322
2024-01-09,14to17,0.1351
2024-01-10,14to17,0.1488
2024-01-11,14to17,0.1268
2024-01-12,14to17,0.1152
2024-01-13,14to17,0.0960
2024-01-14,14to17,0.0955
2024-01-15,14to17,0.1005
2024-01-16,14to17,0.0896
2024-01-17,14to17,0.0878
2024-01-18,14to17,0.0821
2024-01-19,14to17,0.0890
2024-01-20,14to17,0.0833
2024-01-21,14to17,0.0833
2024-01-22,14to17,0.0787
2024-01-23,14to17,0.1006
2024-01-24,14to17,0.0904
2024-01-25,14to17,0.0852
2024-01-26,14to17,0.0751
2024-01-27,14to17,0.0904
2024-01-28,14to17,0.0829
2024-01-29,14to17,0.0838
2024-01-30,14to17,0.0725
2024-01-31,14to17,0.0618
2024-02-01,14to17,0.0595
2024-02-02,14to17,0.0710
2024-02-03,14to17,0.0621
2024-02-04,14to17,0.0596
2024-02-05,14to17,0.0503
2024-02-06,14to17,0.0392
2024-02-07,14to17,0.0377
2024-02-08,14to17,0.0497
2024-02-09,14to17,0.0314
2024-02-10,14to17,0.0253
2024-02-11,14to17,0.0244
2024-02-12,14to17,0.0333
2024-02-13,14to17,0.0270
2024-02-14,14to17,0.0408
2024-02-15,14to17,0.0350
2024-02-16,14to17,0.0423
2024-02-17,14to17,0.0676
2024-02-18,14to17,0.0780
2024-02-19,14to17,0.0791
2024-02-20,14to17,0.0780
2024-02-21,14to17,0.0780
2024-02-22,14to17,0.0748
2024-02-23,14to17,0.0701
2024-02-24,14to17,0.0427
2024-02-25,14to17,0.0364
2024-02-26,14to17,0.0303
2024-02-27,14to17,0.0323
2024-02-28,14to17,0.0267
2024-02-29,14to17,0.0256
2024-03-01,14to17,0.0261
2024-03-02,14to17,0.0267
2024-03-03,14to17,0.0321
2024-03-04,14to17,0.0432
2024-03-05,14to17,0.0455
2024-03-06,14to17,0.0400
2024-03-07,14to17,0.0405
2024-03-08,14to17,0.0412
2024-03-09,14to17,0.0427
2024-03-10,14to17,0.0373
2024-03-11,14to17,0.0190
2024-03-12,14to17,0.0201
2024-03-13,14to17,0.0197
2024-03-14,14to17,0.0203
2024-03-15,14to17,0.0136
2024-03-16,14to17,0.0189
2024-03-17,14to17,0.0194
2024-03-18,14to17,0.0260
2024-03-19,14to17,0.0260
2024-03-20,14to17,0.0299
2024-03-21,14to17,0.0353
2024-03-22,14to17,0.0556
2024-03-23,14to17,0.0592
2024-03-24,14to17,0.0588
2024-03-25,14to17,0.0548
2024-03-26,14to17,0.0470
2024-03-27,14to17,0.0451
2020-05-01,18to24,0.0435
2020-05-02,18to24,0.0409
2020-05-03,18to24,0.0420
2020-05-04,18to24,0.0426
2020-05-05,18to24,0.0428
2020-05-06,18to24,0.0379
2020-05-07,18to24,0.0349
2020-05-08,18to24,0.0336
2020-05-09,18to24,0.0369
2020-05-10,18to24,0.0353
2020-05-11,18to24,0.0341
2020-05-12,18to24,0.0349
2020-05-13,18to24,0.0363
2020-05-14,18to24,0.0402
2020-05-15,18to24,0.0433
2020-05-16,18to24,0.0430
2020-05-17,18to24,0.0463
2020-05-18,18to24,0.0507
2020-05-19,18to24,0.0551
2020-05-20,18to24,0.0588
2020-05-21,18to24,0.0621
2020-05-22,18to24,0.0614
2020-05-23,18to24,0.0627
2020-05-24,18to24,0.0596
2020-05-25,18to24,0.0521
2020-05-26,18to24,0.0488
2020-05-27,18to24,0.0443
2020-05-28,18to24,0.0411
2020-05-29,18to24,0.0403
2020-05-30,18to24,0.0369
2020-05-31,18to24,0.0342
2020-06-01,18to24,0.0331
2020-06-02,18to24,0.0299
2020-06-03,18to24,0.0295
2020-06-04,18to24,0.0273
2020-06-05,18to24,0.0261
2020-06-06,18to24,0.0249
2020-06-07,18to24,0.0246
2020-06-08,18to24,0.0221
2020-06-09,18to24,0.0189
2020-06-10,18to24,0.0168
2020-06-11,18to24,0.0158
2020-06-12,18to24,0.0136
2020-06-13,18to24,0.0136
2020-06-14,18to24,0.0138
2020-06-15,18to24,0.0145
2020-06-16,18to24,0.0148
2020-06-17,18to24,0.0150
2020-06-18,18to24,0.0145
2020-06-19,18to24,0.0140
2020-06-20,18to24,0.0145
2020-06-21,18to24,0.0138
2020-06-22,18to24,0.0125
2020-06-23,18to24,0.0124
2020-06-24,18to24,0.0116
2020-06-25,18to24,0.0126
2020-06-26,18to24,0.0126
2020-06-27,18to24,0.0115
2020-06-28,18to24,0.0114
2020-06-29,18to24,0.0112
2020-06-30,18to24,0.0106
2020-07-01,18to24,0.0107
2020-07-02,18to24,0.0091
2020-07-03,18to24,0.0090
2020-07-04,18to24,0.0088
2020-07-05,18to24,0.0080
2020-07-06,18to24,0.0080
2020-07-07,18to24,0.0083
2020-07-08,18to24,0.0083
2020-07-09,18to24,0.0085
2020-07-10,18to24,0.0084
2020-07-11,18to24,0.0085
2020-07-12,18to24,0.0088
2020-07-13,18to24,0.0080
2020-07-14,18to24,0.0076
2020-07-15,18to24,0.0080
2020-07-16,18to24,0.0080
2020-07-17,18to24,0.0089
2020-07-18,18to24,0.0088
2020-07-19,18to24,0.0096
2020-07-20,18to24,0.0098
2020-07-21,18to24,0.0103
2020-07-22,18to24,0.0106
2020-07-23,18to24,0.0106
2020-07-24,18to24,0.0107
2020-07-25,18to24,0.0110
2020-07-26,18to24,0.0104
2020-07-27,18to24,0.0100
2020-07-28,18to24,0.0094
2020-07-29,18to24,0.0084
2020-07-30,18to24,0.0083
2020-07-31,18to24,0.0076
2020-08-01,18to24,0.0078
2020-08-02,18to24,0.0076
2020-08-03,18to24,0.0074
2020-08-04,18to24,0.0075
2020-08-05,18to24,0.0075
2020-08-06,18to24,0.0073
2020-08-07,18to24,0.0075
2020-08-08,18to24,0.0067
2020-08-09,18to24,0.0062
2020-08-10,18to24,0.0064
2020-08-11,18to24,0.0059
2020-08-12,18to24,0.0050
2020-08-13,18to24,0.0049
2020-08-14,18to24,0.0048
2020-08-15,18to24,0.0052
2020-08-16,18to24,0.0054
2020-08-17,18to24,0.0061
2020-08-18,18to24,0.0067
2020-08-19,18to24,0.0074
2020-08-20,18to24,0.0077
2020-08-21,18to24,0.0074
2020-08-22,18to24,0.0072
2020-08-23,18to24,0.0076
2020-08-24,18to24,0.0075
2020-08-25,18to24,0.0074
2020-08-26,18to24,0.0084
2020-08-27,18to24,0.0079
2020-08-28,18to24,0.0080
2020-08-29,18to24,0.0086
2020-08-30,18to24,0.0087
2020-08-31,18to24,0.0084
2020-09-01,18to24,0.0085
2020-09-02,18to24,0.0080
2020-09-03,18to24,0.0086
2020-09-04,18to24,0.0089
2020-09-05,18to24,0.0082
2020-09-06,18to24,0.0087
2020-09-07,18to24,0.0099
2020-09-08,18to24,0.0112
2020-09-09,18to24,0.0115
2020-09-10,18to24,0.0135
2020-09-11,18to24,0.0151
2020-09-12,18to24,0.0162
2020-09-13,18to24,0.0165
2020-09-14,18to24,0.0160
2020-09-15,18to24,0.0186
2020-09-16,18to24,0.0210
2020-09-17,18to24,0.0220
2020-09-18,18to24,0.0227
2020-09-19,18to24,0.0234
2020-09-20,18to24,0.0238
2020-09-21,18to24,0.0250
2020-09-22,18to24,0.0240
2020-09-23,18to24,0.0242
2020-09-24,18to24,0.0244
2020-09-25,18to24,0.0261
2020-09-26,18to24,0.0277
2020-09-27,18to24,0.0294
2020-09-28,18to24,0.0326
2020-09-29,18to24,0.0349
2020-09-30,18to24,0.0364
2020-10-01,18to24,0.0373
2020-10-02,18to24,0.0358
2020-10-03,18to24,0.0355
2020-10-04,18to24,0.0346
2020-10-05,18to24,0.0306
2020-10-06,18to24,0.0278
2020-10-07,18to24,0.0267
2020-10-08,18to24,0.0262
2020-10-09,18to24,0.0265
2020-10-10,18to24,0.0258
2020-10-11,18to24,0.0274
2020-10-12,18to24,0.0304
2020-10-13,18to24,0.0327
2020-10-14,18to24,0.0327
2020-10-15,18to24,0.0334
2020-10-16,18to24,0.0334
2020-10-17,18to24,0.0349
2020-10-18,18to24,0.0340
2020-10-19,18to24,0.0335
2020-10-20,18to24,0.0343
2020-10-21,18to24,0.0353
2020-10-22,18to24,0.0366
2020-10-23,18to24,0.0380
2020-10-24,18to24,0.0386
2020-10-25,18to24,0.0390
2020-10-26,18to24,0.0393
2020-10-27,18to24,0.0395
2020-10-28,18to24,0.0400
2020-10-29,18to24,0.0406
2020-10-30,18to24,0.0420
2020-10-31,18to24,0.0434
2020-11-01,18to24,0.0439
2020-11-02,18to24,0.0430
2020-11-03,18to24,0.0439
2020-11-04,18to24,0.0452
2020-11-05,18to24,0.0454
2020-11-06,18to24,0.0463
2020-11-07,18to24,0.0467
2020-11-08,18to24,0.0477
2020-11-09,18to24,0.0504
2020-11-10,18to24,0.0522
2020-11-11,18to24,0.0555
2020-11-12,18to24,0.0580
2020-11-13,18to24,0.0571
2020-11-14,18to24,0.0556
2020-11-15,18to24,0.0561
2020-11-16,18to24,0.0551
2020-11-17,18to24,0.0537
2020-11-18,18to24,0.0520
2020-11-19,18to24,0.0509
2020-11-20,18to24,0.0511
2020-11-21,18to24,0.0518
2020-11-22,18to24,0.0513
2020-11-23,18to24,0.0516
2020-11-24,18to24,0.0510
2020-11-25,18to24,0.0500
2020-11-26,18to24,0.0489
2020-11-27,18to24,0.0486
2020-11-28,18to24,0.0497
2020-11-29,18to24,0.0518
2020-11-30,18to24,0.0521
2020-12-01,18to24,0.0524
2020-12-02,18to24,0.0518
2020-12-03,18to24,0.0524
2020-12-04,18to24,0.0533
2020-12-05,18to24,0.0533
2020-12-06,18to24,0.0519
2020-12-07,18to24,0.0519
2020-12-08,18to24,0.0506
2020-12-09,18to24,0.0518
2020-12-10,18to24,0.0529
2020-12-11,18to24,0.0531
2020-12-12,18to24,0.0536
2020-12-13,18to24,0.0536
2020-12-14,18to24,0.0544
2020-12-15,18to24,0.0556
2020-12-16,18to24,0.0547
2020-12-17,18to24,0.0540
2020-12-18,18to24,0.0539
2020-12-19,18to24,0.0537
2020-12-20,18to24,0.0539
2020-12-21,18to24,0.0521
2020-12-22,18to24,0.0525
2020-12-23,18to24,0.0552
2020-12-24,18to24,0.0600
2020-12-25,18to24,0.0623
2020-12-26,18to24,0.0651
2020-12-27,18to24,0.0678
2020-12-28,18to24,0.0769
2020-12-29,18to24,0.0811
2020-12-30,18to24,0.0854
2020-12-31,18to24,0.0854
2021-01-01,18to24,0.0874
2021-01-02,18to24,0.0908
2021-01-03,18to24,0.0945
2021-01-04,18to24,0.0932
2021-01-05,18to24,0.0967
2021-01-06,18to24,0.0969
2021-01-07,18to24,0.0967
2021-01-08,18to24,0.0962
2021-01-09,18to24,0.0944
2021-01-10,18to24,0.0911
2021-01-11,18to24,0.0886
2021-01-12,18to24,0.0855
2021-01-13,18to24,0.0818
2021-01-14,18to24,0.0787
2021-01-15,18to24,0.0755
2021-01-16,18to24,0.0737
2021-01-17,18to24,0.0731
2021-01-18,18to24,0.0722
2021-01-19,18to24,0.0704
2021-01-20,18to24,0.0701
2021-01-21,18to24,0.0683
2021-01-22,18to24,0.0657
2021-01-23,18to24,0.0636
2021-01-24,18to24,0.0624
2021-01-25,18to24,0.0589
2021-01-26,18to24,0.0558
2021-01-27,18to24,0.0534
2021-01-28,18to24,0.0514
2021-01-29,18to24,0.0519
2021-01-30,18to24,0.0503
2021-01-31,18to24,0.0486
2021-02-01,18to24,0.0479
2021-02-02,18to24,0.0460
2021-02-03,18to24,0.0433
2021-02-04,18to24,0.0419
2021-02-05,18to24,0.0388
2021-02-06,18to24,0.0377
2021-02-07,18to24,0.0372
2021-02-08,18to24,0.0353
2021-02-09,18to24,0.0344
2021-02-10,18to24,0.0336
2021-02-11,18to24,0.0330
2021-02-12,18to24,0.0323
2021-02-13,18to24,0.0322
2021-02-14,18to24,0.0320
2021-02-15,18to24,0.0329
2021-02-16,18to24,0.0342
2021-02-17,18to24,0.0357
2021-02-18,18to24,0.0364
2021-02-19,18to24,0.0371
2021-02-20,18to24,0.0368
2021-02-21,18to24,0.0371
2021-02-22,18to24,0.0365
2021-02-23,18to24,0.0369
2021-02-24,18to24,0.0377
2021-02-25,18to24,0.0381
2021-02-26,18to24,0.0398
2021-02-27,18to24,0.0404
2021-02-28,18to24,0.0399
2021-03-01,18to24,0.0399
2021-03-02,18to24,0.0389
2021-03-03,18to24,0.0381
2021-03-04,18to24,0.0370
2021-03-05,18to24,0.0366
2021-03-06,18to24,0.0368
2021-03-07,18to24,0.0385
2021-03-08,18to24,0.0394
2021-03-09,18to24,0.0411
2021-03-10,18to24,0.0436
2021-03-11,18to24,0.0458
2021-03-12,18to24,0.0450
2021-03-13,18to24,0.0451
2021-03-14,18to24,0.0456
2021-03-15,18to24,0.0485
2021-03-16,18to24,0.0513
2021-03-17,18to24,0.0525
2021-03-18,18to24,0.0543
2021-03-19,18to24,0.0558
2021-03-20,18to24,0.0581
2021-03-21,18to24,0.0584
2021-03-22,18to24,0.0594
2021-03-23,18to24,0.0614
2021-03-24,18to24,0.0622
2021-03-25,18to24,0.0658
2021-03-26,18to24,0.0690
2021-03-27,18to24,0.0709
2021-03-28,18to24,0.0725
2021-03-29,18to24,0.0744
2021-03-30,18to24,0.0779
2021-03-31,18to24,0.0816
2021-04-01,18to24,0.0836
2021-04-02,18to24,0.0869
2021-04-03,18to24,0.0896
2021-04-04,18to24,0.0935
2021-04-05,18to24,0.0990
2021-04-06,18to24,0.1030
2021-04-07,18to24,0.1083
2021-04-08,18to24,0.1096
2021-04-09,18to24,0.1101
2021-04-10,18to24,0.1122
2021-04-11,18to24,0.1139
2021-04-12,18to24,0.1156
2021-04-13,18to24,0.1162
2021-04-14,18to24,0.1165
2021-04-15,18to24,0.1170
2021-04-16,18to24,0.1180
2021-04-17,18to24,0.1186
2021-04-18,18to24,0.1158
2021-04-19,18to24,0.1127
2021-04-20,18to24,0.1133
2021-04-21,18to24,0.1117
2021-04-22,18to24,0.1118
2021-04-23,18to24,0.1104
2021-04-24,18to24,0.1084
2021-04-25,18to24,0.1089
2021-04-26,18to24,0.1074
2021-04-27,18to24,0.1034
2021-04-28,18to24,0.1011
2021-04-29,18to24,0.0989
2021-04-30,18to24,0.0963
2021-05-01,18to24,0.0954
2021-05-02,18to24,0.0935
2021-05-03,18to24,0.0909
2021-05-04,18to24,0.0901
2021-05-05,18to24,0.0905
2021-05-06,18to24,0.0908
2021-05-07,18to24,0.0902
2021-05-08,18to24,0.0879
2021-05-09,18to24,0.0887
2021-05-10,18to24,0.0900
2021-05-11,18to24,0.0896
2021-05-12,18to24,0.0883
2021-05-13,18to24,0.0867
2021-05-14,18to24,0.0873
2021-05-15,18to24,0.0861
2021-05-16,18to24,0.0842
2021-05-17,18to24,0.0830
2021-05-18,18to24,0.0806
2021-05-19,18to24,0.0797
2021-05-20,18to24,0.0793
2021-05-21,18to24,0.0770
2021-05-22,18to24,0.0754
2021-05-23,18to24,0.0738
2021-05-24,18to24,0.0736
2021-05-25,18to24,0.0712
2021-05-26,18to24,0.0660
2021-05-27,18to24,0.0618
2021-05-28,18to24,0.0585
2021-05-29,18to24,0.0565
2021-05-30,18to24,0.0543
2021-05-31,18to24,0.0499
2021-06-01,18to24,0.0471
2021-06-02,18to24,0.0460
2021-06-03,18to24,0.0429
2021-06-04,18to24,0.0411
2021-06-05,18to24,0.0396
2021-06-06,18to24,0.0377
2021-06-07,18to24,0.0370
2021-06-08,18to24,0.0366
2021-06-09,18to24,0.0350
2021-06-10,18to24,0.0343
2021-06-11,18to24,0.0338
2021-06-12,18to24,0.0338
2021-06-13,18to24,0.0345
2021-06-14,18to24,0.0322
2021-06-15,18to24,0.0293
2021-06-16,18to24,0.0277
2021-06-17,18to24,0.0255
2021-06-18,18to24,0.0242
2021-06-19,18to24,0.0231
2021-06-20,18to24,0.0221
2021-06-21,18to24,0.0217
2021-06-22,18to24,0.0208
2021-06-23,18to24,0.0200
2021-06-24,18to24,0.0191
2021-06-25,18to24,0.0183
2021-06-26,18to24,0.0179
2021-06-27,18to24,0.0172
2021-06-28,18to24,0.0167
2021-06-29,18to24,0.0170
2021-06-30,18to24,0.0169
2021-07-01,18to24,0.0175
2021-07-02,18to24,0.0171
2021-07-03,18to24,0.0155
2021-07-04,18to24,0.0154
2021-07-05,18to24,0.0146
2021-07-06,18to24,0.0141
2021-07-07,18to24,0.0134
2021-07-08,18to24,0.0128
2021-07-09,18to24,0.0119
2021-07-10,18to24,0.0128
2021-07-11,18to24,0.0129
2021-07-12,18to24,0.0136
2021-07-13,18to24,0.0127
2021-07-14,18to24,0.0138
2021-07-15,18to24,0.0135
2021-07-16,18to24,0.0136
2021-07-17,18to24,0.0139
2021-07-18,18to24,0.0130
2021-07-19,18to24,0.0127
2021-07-20,18to24,0.0139
2021-07-21,18to24,0.0129
2021-07-22,18to24,0.0132
2021-07-23,18to24,0.0131
2021-07-24,18to24,0.0130
2021-07-25,18to24,0.0140
2021-07-26,18to24,0.0136
2021-07-27,18to24,0.0136
2021-07-28,18to24,0.0148
2021-07-29,18to24,0.0156
2021-07-30,18to24,0.0160
2021-07-31,18to24,0.0166
2021-08-01,18to24,0.0154
2021-08-02,18to24,0.0156
2021-08-03,18to24,0.0163
2021-08-04,18to24,0.0186
2021-08-05,18to24,0.0202
2021-08-06,18to24,0.0233
2021-08-07,18to24,0.0253
2021-08-08,18to24,0.0272
2021-08-09,18to24,0.0289
2021-08-10,18to24,0.0320
2021-08-11,18to24,0.0357
2021-08-12,18to24,0.0397
2021-08-13,18to24,0.0429
2021-08-14,18to24,0.0451
2021-08-15,18to24,0.0475
2021-08-16,18to24,0.0512
2021-08-17,18to24,0.0558
2021-08-18,18to24,0.0558
2021-08-19,18to24,0.0577
2021-08-20,18to24,0.0585
2021-08-21,18to24,0.0596
2021-08-22,18to24,0.0597
2021-08-23,18to24,0.0604
2021-08-24,18to24,0.0582
2021-08-25,18to24,0.0577
2021-08-26,18to24,0.0551
2021-08-27,18to24,0.0546
2021-08-28,18to24,0.0533
2021-08-29,18to24,0.0518
2021-08-30,18to24,0.0508
2021-08-31,18to24,0.0496
2021-09-01,18to24,0.0492
2021-09-02,18to24,0.0509
2021-09-03,18to24,0.0494
2021-09-04,18to24,0.0494
2021-09-05,18to24,0.0501
2021-09-06,18to24,0.0508
2021-09-07,18to24,0.0513
2021-09-08,18to24,0.0510
2021-09-09,18to24,0.0500
2021-09-10,18to24,0.0503
2021-09-11,18to24,0.0490
2021-09-12,18to24,0.0490
2021-09-13,18to24,0.0496
2021-09-14,18to24,0.0491
2021-09-15,18to24,0.0497
2021-09-16,18to24,0.0477
2021-09-17,18to24,0.0467
2021-09-18,18to24,0.0459
2021-09-19,18to24,0.0454
2021-09-20,18to24,0.0417
2021-09-21,18to24,0.0439
2021-09-22,18to24,0.0411
2021-09-23,18to24,0.0392
2021-09-24,18to24,0.0380
2021-09-25,18to24,0.0370
2021-09-26,18to24,0.0345
2021-09-27,18to24,0.0334
2021-09-28,18to24,0.0310
2021-09-29,18to24,0.0297
2021-09-30,18to24,0.0285
2021-10-01,18to24,0.0277
2021-10-02,18to24,0.0275
2021-10-03,18to24,0.0278
2021-10-04,18to24,0.0279
2021-10-05,18to24,0.0255
2021-10-06,18to24,0.0246
2021-10-07,18to24,0.0244
2021-10-08,18to24,0.0227
2021-10-09,18to24,0.0217
2021-10-10,18to24,0.0216
2021-10-11,18to24,0.0209
2021-10-12,18to24,0.0218
2021-10-13,18to24,0.0210
2021-10-14,18to24,0.0208
2021-10-15,18to24,0.0201
2021-10-16,18to24,0.0200
2021-10-17,18to24,0.0199
2021-10-18,18to24,0.0205
2021-10-19,18to24,0.0184
2021-10-20,18to24,0.0188
2021-10-21,18to24,0.0181
2021-10-22,18to24,0.0189
2021-10-23,18to24,0.0190
2021-10-24,18to24,0.0188
2021-10-25,18to24,0.0176
2021-10-26,18to24,0.0186
2021-10-27,18to24,0.0192
2021-10-28,18to24,0.0201
2021-10-29,18to24,0.0211
2021-10-30,18to24,0.0213
2021-10-31,18to24,0.0214
2021-11-01,18to24,0.0219
2021-11-02,18to24,0.0223
2021-11-03,18to24,0.0223
2021-11-04,18to24,0.0236
2021-11-05,18to24,0.0242
2021-11-06,18to24,0.0260
2021-11-07,18to24,0.0261
2021-11-08,18to24,0.0264
2021-11-09,18to24,0.0263
2021-11-10,18to24,0.0264
2021-11-11,18to24,0.0248
2021-11-12,18to24,0.0246
2021-11-13,18to24,0.0235
2021-11-14,18to24,0.0232
2021-11-15,18to24,0.0231
2021-11-16,18to24,0.0237
2021-11-17,18to24,0.0236
2021-11-18,18to24,0.0243
2021-11-19,18to24,0.0236
2021-11-20,18to24,0.0245
2021-11-21,18to24,0.0250
2021-11-22,18to24,0.0256
2021-11-23,18to24,0.0260
2021-11-24,18to24,0.0267
2021-11-25,18to24,0.0272
2021-11-26,18to24,0.0273
2021-11-27,18to24,0.0287
2021-11-28,18to24,0.0288
2021-11-29,18to24,0.0308
2021-11-30,18to24,0.0324
2021-12-01,18to24,0.0332
2021-12-02,18to24,0.0349
2021-12-03,18to24,0.0357
2021-12-04,18to24,0.0348
2021-12-05,18to24,0.0363
2021-12-06,18to24,0.0381
2021-12-07,18to24,0.0403
2021-12-08,18to24,0.0469
2021-12-09,18to24,0.0503
2021-12-10,18to24,0.0563
2021-12-11,18to24,0.0591
2021-12-12,18to24,0.0615
2021-12-13,18to24,0.0669
2021-12-14,18to24,0.0766
2021-12-15,18to24,0.0884
2021-12-16,18to24,0.1008
2021-12-17,18to24,0.1125
2021-12-18,18to24,0.1233
2021-12-19,18to24,0.1336
2021-12-20,18to24,0.1553
2021-12-21,18to24,0.1844
2021-12-22,18to24,0.2158
2021-12-23,18to24,0.2449
2021-12-24,18to24,0.2697
2021-12-25,18to24,0.2833
2021-12-26,18to24,0.2991
2021-12-27,18to24,0.3283
2021-12-28,18to24,0.3546
2021-12-29,18to24,0.3768
2021-12-30,18to24,0.3986
2021-12-31,18to24,0.4046
2022-01-01,18to24,0.4036
2022-01-02,18to24,0.4016
2022-01-03,18to24,0.3982
2022-01-04,18to24,0.3918
2022-01-05,18to24,0.3795
2022-01-06,18to24,0.3578
2022-01-07,18to24,0.3476
2022-01-08,18to24,0.3466
2022-01-09,18to24,0.3441
2022-01-10,18to24,0.3361
2022-01-11,18to24,0.3249
2022-01-12,18to24,0.3102
2022-01-13,18to24,0.2977
2022-01-14,18to24,0.2879
2022-01-15,18to24,0.2838
2022-01-16,18to24,0.2769
2022-01-17,18to24,0.2667
2022-01-18,18to24,0.2547
2022-01-19,18to24,0.2504
2022-01-20,18to24,0.2446
2022-01-21,18to24,0.2390
2022-01-22,18to24,0.2301
2022-01-23,18to24,0.2256
2022-01-24,18to24,0.2199
2022-01-25,18to24,0.2097
2022-01-26,18to24,0.2031
2022-01-27,18to24,0.1945
